src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,mean_packet_size,min_packet_size,max_packet_size,flow_duration,mean_iat,min_iat,max_iat,start_time,label,true_label,ssl_label
192.168.1.4,192.168.1.1,64461,53,UDP,1,75,75.0,75,75,0.0,0.0,0.0,0.0,1779776333.3270018,Gaming,Gaming,-1
35.219.153.27,192.168.1.4,443,11329,TCP,14,5730,409.2857142857143,54,1304,6.018476,0.46296,1e-06,4.7312,1779688229.3752677,YouTube,YouTube,-1
192.168.1.4,3.111.241.224,1961,443,TCP,37,24672,666.8108108108108,54,1304,40.249381,1.118038,0.0,17.350139,1779695713.147102,Browsing,Browsing,-1
208.115.232.150,192.168.1.4,443,1555,TCP,5,512,102.4,54,292,0.550776,0.137694,0.0,0.54064,1779776541.78218,Gaming,Gaming,-1
172.217.194.188,192.168.1.4,5228,8478,TCP,12,8256,688.0,54,2554,23.953728,2.177612,1e-06,10.894421,1779776265.0730145,Gaming,Gaming,-1
192.168.1.4,51.79.152.81,4334,443,TCP,8,2288,286.0,54,1304,0.633304,0.090472,0.0,0.358588,1779776215.607743,Gaming,Gaming,-1
69.90.254.78,192.168.1.4,443,13870,TCP,12,8351,695.9166666666666,54,2554,18.149912,1.649992,1e-06,9.998263,1779695907.565924,Browsing,Browsing,-1
192.168.1.4,224.0.0.22,0,0,OTHER,7,402,57.42857142857143,54,70,1.291368,0.215228,0.004591,0.498643,1779690880.5740738,meet,meet,-1
192.168.1.4,85.210.196.11,6010,443,TCP,14,1485,106.07142857142857,54,274,1.328139,0.102165,5e-05,0.360359,1779688513.3510494,YouTube,YouTube,-1
34.36.216.150,192.168.1.4,443,57266,UDP,9,6535,726.1111111111111,66,1292,0.187911,0.023489,0.0,0.093018,1779695820.7653053,Browsing,Browsing,-1
192.168.1.4,23.208.65.107,13221,443,TCP,12,1580,131.66666666666666,54,631,107.936801,9.812436,6.8e-05,107.533148,1779775725.2002683,Download,Download,-1
192.168.1.4,67.199.150.77,3074,443,TCP,10,3023,302.3,54,1304,0.349606,0.038845,0.0,0.117756,1779695816.4126828,Browsing,Browsing,-1
192.168.1.4,23.208.65.25,13440,443,TCP,80,8328,104.1,54,1304,126.451314,1.60065,0.0,45.09406,1779695810.0363646,Browsing,Browsing,-1
192.168.1.4,174.137.133.49,4636,443,TCP,13,3542,272.46153846153845,54,1304,135.705523,11.308794,0.0,45.334203,1779695824.3376234,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,57854,UDP,1,125,125.0,125,125,0.0,0.0,0.0,0.0,1779688327.0408359,YouTube,YouTube,-1
199.232.103.52,192.168.1.4,443,8173,TCP,10,4977,497.7,54,2554,0.154541,0.017171,0.0,0.076604,1779695909.8941145,Browsing,Browsing,-1
35.186.253.211,192.168.1.4,443,61488,UDP,11,6406,582.3636363636364,66,1292,0.476706,0.047671,1e-06,0.144761,1779695856.1559703,Browsing,Browsing,-1
192.168.1.4,152.233.15.83,12250,443,TCP,13,3511,270.0769230769231,54,1304,61.861532,5.155128,0.0,61.343721,1779776218.4848387,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,60189,5355,UDP,2,146,73.0,73,73,0.412755,0.412755,0.412755,0.412755,1779776279.118327,Gaming,Gaming,-1
192.168.1.4,34.1.250.35,12374,443,TCP,16,3708,231.75,54,1304,227.14466,15.142977,0.0,45.294894,1779695842.3599858,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,58560,UDP,1,92,92.0,92,92,0.0,0.0,0.0,0.0,1779776540.3236074,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,2015,53,TCP,3,198,66.0,66,66,3.00308,1.50154,1.003094,1.999986,1779695811.4243124,Browsing,Browsing,-1
20.42.65.88,192.168.1.4,443,6057,TCP,8,9500,1187.5,54,2554,0.778062,0.111152,3.4e-05,0.355539,1779776488.2780893,Gaming,Gaming,-1
82.145.213.8,192.168.1.4,443,11134,TCP,16,10273,642.0625,54,3804,85.984924,5.732328,0.0,45.208816,1779695820.0383267,Browsing,Browsing,-1
172.217.200.94,192.168.1.4,443,7079,TCP,5,330,66.0,66,66,14.559364,3.639841,0.288146,8.187378,1779776335.3045995,Gaming,Gaming,-1
192.168.1.4,130.211.115.4,9406,443,TCP,46,42488,923.6521739130435,54,1304,40.103481,0.891188,0.0,15.317174,1779695821.8443563,Browsing,Browsing,-1
192.168.1.6,239.255.255.250,32936,1900,UDP,1,167,167.0,167,167,0.0,0.0,0.0,0.0,1779775802.4563093,Download,Download,-1
192.168.1.4,146.75.118.172,10139,80,TCP,3,162,54.0,54,54,0.825385,0.412692,0.240203,0.585182,1779775742.9659216,Download,Download,-1
44.227.132.93,192.168.1.4,443,14248,TCP,2,132,66.0,54,78,1e-06,1e-06,1e-06,1e-06,1779775703.8257449,Download,Download,-1
192.168.1.4,192.168.1.1,60565,53,UDP,1,80,80.0,80,80,0.0,0.0,0.0,0.0,1779688285.8242774,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,9489,53,TCP,3,198,66.0,66,66,3.01582,1.50791,1.000655,2.015165,1779695812.8305926,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,2094,53,TCP,2,132,66.0,66,66,1.000784,1.000784,1.000784,1.000784,1779695814.7303586,Browsing,Browsing,-1
192.168.1.4,3.13.71.58,10744,443,TCP,19,4649,244.68421052631578,54,1304,63.74841,3.541578,0.0,45.349005,1779776219.2057526,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,7950,53,TCP,3,198,66.0,66,66,3.016553,1.508277,1.001884,2.014669,1779695806.281353,Browsing,Browsing,-1
192.168.1.4,34.229.32.189,7007,443,TCP,9,2504,278.22222222222223,54,1304,33.519793,4.189974,0.0,29.989888,1779695899.5516207,Browsing,Browsing,-1
192.168.1.4,69.173.158.64,1458,443,TCP,28,12845,458.75,54,1304,266.405983,9.866888,0.0,45.138223,1779695821.0659122,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,9572,53,TCP,2,132,66.0,66,66,4.000192,4.000192,4.000192,4.000192,1779776398.6110518,Gaming,Gaming,-1
98.82.158.241,192.168.1.4,443,7035,TCP,10,5658,565.8,54,2554,11.033683,1.225965,1e-06,9.63683,1779695820.3850882,Browsing,Browsing,-1
192.168.1.4,23.211.137.115,1192,443,TCP,15,1342,89.46666666666667,54,256,86.862876,6.204491,2.2e-05,86.46594,1779775813.5909276,Download,Download,-1
192.168.1.4,192.168.1.1,10953,53,TCP,2,132,66.0,66,66,6.015945,6.015945,6.015945,6.015945,1779776415.6023803,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,55240,UDP,1,105,105.0,105,105,0.0,0.0,0.0,0.0,1779776338.4712405,Gaming,Gaming,-1
192.168.1.4,168.151.55.7,2836,443,TCP,16,3611,225.6875,54,1304,49.393476,3.292898,0.0,28.000547,1779695824.3701346,Browsing,Browsing,-1
65.21.238.88,192.168.1.4,443,11162,TCP,7,4218,602.5714285714286,54,2554,1.123112,0.187185,3e-06,0.558306,1779776475.2091372,Gaming,Gaming,-1
20.189.173.18,192.168.1.4,443,1204,TCP,9,9553,1061.4444444444443,54,3804,0.829393,0.103674,0.0,0.364828,1779775815.2391946,Download,Download,-1
192.168.1.4,23.106.127.37,3212,443,TCP,6,2441,406.8333333333333,54,1304,0.528942,0.105788,0.0,0.251924,1779776480.043669,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,63920,53,UDP,1,82,82.0,82,82,0.0,0.0,0.0,0.0,1779776423.58338,Gaming,Gaming,-1
34.206.106.104,192.168.1.4,443,9164,TCP,13,5381,413.9230769230769,54,2554,63.15959,5.263299,0.0,45.374141,1779695897.2222621,Browsing,Browsing,-1
192.168.1.4,64.227.64.62,4699,443,TCP,10,2463,246.3,54,1304,2.711827,0.301314,0.0,2.000033,1779695906.953512,Browsing,Browsing,-1
85.210.196.11,192.168.1.4,443,6015,TCP,12,4982,415.1666666666667,54,1304,1.491461,0.135587,1e-06,0.365039,1779688522.367329,YouTube,YouTube,-1
69.173.158.64,192.168.1.4,443,6887,TCP,28,12197,435.60714285714283,54,1304,56.985643,2.110579,0.0,32.04431,1779695820.1821127,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,1405,53,TCP,3,198,66.0,66,66,3.00043,1.500215,1.000842,1.999588,1779695812.8456972,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,12561,53,TCP,3,198,66.0,66,66,3.0158,1.5079,1.001397,2.014404,1779695810.0302517,Browsing,Browsing,-1
139.144.214.95,192.168.1.4,443,13660,TCP,9,1143,127.0,54,512,4.913311,0.614164,0.0,3.929822,1779695835.5783417,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,55619,UDP,1,171,171.0,171,171,0.0,0.0,0.0,0.0,1779695817.1244109,Browsing,Browsing,-1
192.168.1.4,3.111.241.224,5500,443,TCP,11,5470,497.27272727272725,54,1304,16.825922,1.682592,0.0,9.066195,1779776450.4103382,Gaming,Gaming,-1
31.97.230.169,192.168.1.4,443,13658,TCP,7,4387,626.7142857142857,54,1304,0.190213,0.031702,0.0,0.098526,1779695927.5689301,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,62875,UDP,1,142,142.0,142,142,0.0,0.0,0.0,0.0,1779695817.6878111,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,14486,53,TCP,3,198,66.0,66,66,3.016391,1.508195,1.007222,2.009168,1779695806.3482199,Browsing,Browsing,-1
192.168.1.4,131.153.206.103,11789,443,TCP,5,2037,407.4,54,1304,0.12183,0.030458,0.0,0.117882,1779776218.487771,Gaming,Gaming,-1
34.160.55.127,192.168.1.4,443,7991,TCP,8,4848,606.0,54,2554,3.167237,0.452462,3e-06,2.081561,1779776333.6329162,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,60240,53,UDP,1,80,80.0,80,80,0.0,0.0,0.0,0.0,1779776334.119109,Gaming,Gaming,-1
192.168.1.4,207.65.33.78,10790,443,TCP,6,2068,344.6666666666667,54,1304,0.227345,0.045469,0.0,0.108282,1779776215.858455,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,57562,53,UDP,1,82,82.0,82,82,0.0,0.0,0.0,0.0,1779695819.974622,Browsing,Browsing,-1
20.42.179.192,192.168.1.4,443,12668,TCP,10,4850,485.0,54,3804,1.556406,0.172934,0.0,0.344919,1779775823.3551314,Download,Download,-1
184.34.105.33,192.168.1.4,443,5479,TCP,15,6205,413.6666666666667,54,2554,63.574296,4.541021,1e-06,45.294629,1779776219.7895849,Gaming,Gaming,-1
52.202.154.102,192.168.1.4,443,9029,TCP,10,5888,588.8,54,3804,31.812869,3.534763,0.0,30.003937,1779776218.0740583,Gaming,Gaming,-1
192.168.1.4,23.208.65.107,13222,443,TCP,12,1571,130.91666666666666,54,622,107.929564,9.811779,6.7e-05,107.533279,1779775725.2002747,Download,Download,-1
192.168.1.4,192.168.1.1,56066,53,UDP,1,80,80.0,80,80,0.0,0.0,0.0,0.0,1779776487.8176882,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,5398,53,TCP,3,198,66.0,66,66,7.032631,3.516315,3.01283,4.0198,1779776409.6066272,Gaming,Gaming,-1
192.168.1.4,104.18.26.193,8062,443,TCP,45,13796,306.5777777777778,54,1304,241.469672,5.487947,0.0,45.087134,1779695817.0569985,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,51038,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776446.8820717,Gaming,Gaming,-1
192.168.1.4,98.82.154.76,6192,443,TCP,12,4023,335.25,54,1304,1.592822,0.144802,0.0,0.412169,1779776217.7627938,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,57567,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776539.8079965,Gaming,Gaming,-1
192.168.1.4,34.117.77.79,8015,443,TCP,20,3805,190.25,54,1304,226.613891,11.927047,0.0,45.156456,1779695841.0627239,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,53107,5355,UDP,2,146,73.0,73,73,0.413532,0.413532,0.413532,0.413532,1779776259.9211316,Gaming,Gaming,-1
69.147.224.24,192.168.1.4,443,4908,TCP,12,5687,473.9166666666667,54,2554,62.411614,5.673783,0.0,45.308681,1779695897.9393623,Browsing,Browsing,-1
192.168.1.4,138.201.56.12,2176,443,TCP,6,2066,344.3333333333333,54,1304,0.639371,0.127874,0.0,0.361248,1779776486.4534004,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,49343,5355,UDP,2,146,73.0,73,73,0.415747,0.415747,0.415747,0.415747,1779776278.2842536,Gaming,Gaming,-1
192.168.1.4,15.197.196.10,3833,443,TCP,16,5463,341.4375,54,1304,7.426885,0.495126,0.0,6.05842,1779776346.9601114,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,49711,53,UDP,1,82,82.0,82,82,0.0,0.0,0.0,0.0,1779776265.5928037,Gaming,Gaming,-1
192.168.1.4,104.18.41.104,6336,443,TCP,19,3689,194.1578947368421,54,1304,239.272315,13.292906,0.0,45.088493,1779695821.5870912,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,55240,53,UDP,1,89,89.0,89,89,0.0,0.0,0.0,0.0,1779776338.3975997,Gaming,Gaming,-1
192.168.1.4,74.125.247.128,2258,3478,TCP,11,922,83.81818181818181,54,198,44.866001,4.4866,3.9e-05,29.800858,1779690943.927155,meet,meet,-1
192.168.1.4,34.98.114.90,5881,443,TCP,18,9992,555.1111111111111,54,1304,6.741143,0.396538,0.0,2.325517,1779695903.2984138,Browsing,Browsing,-1
57.129.88.52,192.168.1.4,443,6926,TCP,13,4522,347.84615384615387,54,2554,6.960598,0.58005,1e-06,5.960823,1779775758.2072055,Download,Download,-1
192.168.1.4,104.18.26.193,59782,443,UDP,9,4482,498.0,85,1292,0.240235,0.030029,4.2e-05,0.105163,1779695832.7290926,Browsing,Browsing,-1
192.168.1.4,34.144.222.236,2791,443,TCP,6,2087,347.8333333333333,54,1304,0.71882,0.143764,0.0,0.622209,1779776426.134123,Gaming,Gaming,-1
192.168.1.4,208.115.232.150,14441,443,TCP,10,2432,243.2,54,1304,4.498493,0.499833,9e-05,2.000604,1779776330.233833,Gaming,Gaming,-1
192.168.1.4,34.144.222.236,62071,443,UDP,194,102053,526.0463917525773,71,1292,96.018758,0.497507,3.4e-05,20.523222,1779776441.3999631,Gaming,Gaming,-1
192.168.1.4,34.144.222.236,57445,443,UDP,52,28662,551.1923076923077,72,1292,14.492315,0.284163,4.3e-05,10.393472,1779776426.9183762,Gaming,Gaming,-1
35.227.252.103,192.168.1.4,443,58182,UDP,9,4011,445.6666666666667,66,1292,0.874441,0.109305,0.0,0.30477,1779776540.318192,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,64235,UDP,1,162,162.0,162,162,0.0,0.0,0.0,0.0,1779776215.9376316,Gaming,Gaming,-1
139.144.214.95,192.168.1.4,443,7863,TCP,8,1089,136.125,54,512,5.358924,0.765561,1e-06,4.103315,1779695845.4231408,Browsing,Browsing,-1
65.21.238.88,192.168.1.4,443,5845,TCP,7,1021,145.85714285714286,54,357,2.442941,0.407157,1e-06,1.075612,1779776453.5145762,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,58260,53,UDP,1,124,124.0,124,124,0.0,0.0,0.0,0.0,1779695896.0149155,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,63582,53,UDP,3,207,69.0,69,69,7.016478,3.508239,3.015554,4.000924,1779776420.8023899,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,4536,53,TCP,3,198,66.0,66,66,3.007783,1.503892,1.00714,2.000644,1779775707.3420396,Download,Download,-1
100.52.123.122,192.168.1.4,443,14288,TCP,13,5026,386.61538461538464,54,1126,24.997927,2.083161,0.0,15.08003,1779695900.767779,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,50921,UDP,1,216,216.0,216,216,0.0,0.0,0.0,0.0,1779695816.507881,Browsing,Browsing,-1
192.168.1.4,82.145.213.8,14061,443,TCP,14,3437,245.5,54,1304,84.359522,6.489194,0.0,45.004443,1779695841.06343,Browsing,Browsing,-1
192.168.1.4,38.105.184.7,11947,443,TCP,11,2476,225.0909090909091,54,1304,33.532029,3.353203,0.0,28.059001,1779776217.9732053,Gaming,Gaming,-1
35.213.232.93,192.168.1.4,443,11914,TCP,14,5752,410.85714285714283,54,2554,5.626205,0.432785,1e-06,4.748359,1779696006.3095424,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,57476,5355,UDP,2,146,73.0,73,73,0.411079,0.411079,0.411079,0.411079,1779776468.4578469,Gaming,Gaming,-1
13.204.106.34,192.168.1.4,443,1356,TCP,95,24548,258.4,54,3804,309.318482,3.290622,0.0,21.105616,1779695776.2670484,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,64492,53,UDP,1,82,82.0,82,82,0.0,0.0,0.0,0.0,1779776333.4168322,Gaming,Gaming,-1
192.168.1.4,65.21.238.88,10071,443,TCP,9,2688,298.6666666666667,54,1304,51.550203,6.443775,0.0,45.012586,1779776490.7735338,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,57602,53,UDP,1,87,87.0,87,87,0.0,0.0,0.0,0.0,1779698274.608865,Idle,Idle,-1
192.168.1.4,192.168.1.1,4408,53,TCP,3,198,66.0,66,66,3.005412,1.502706,1.001091,2.00432,1779695810.6925309,Browsing,Browsing,-1
104.114.67.71,192.168.1.4,443,11163,TCP,2,132,66.0,54,78,0.003934,0.003934,0.003934,0.003934,1779775702.216006,Download,Download,-1
192.168.1.4,224.0.0.252,61022,5355,UDP,2,146,73.0,73,73,0.414831,0.414831,0.414831,0.414831,1779776280.8052366,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,56002,UDP,1,96,96.0,96,96,0.0,0.0,0.0,0.0,1779776540.3236063,Gaming,Gaming,-1
192.168.1.4,35.244.154.8,55948,443,UDP,11,4816,437.8181818181818,73,1292,0.502802,0.05028,2.3e-05,0.216613,1779695841.5065124,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,8090,53,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779695816.196729,Browsing,Browsing,-1
192.168.1.4,34.36.209.34,2398,443,TCP,25,10152,406.08,54,1304,70.938266,2.955761,0.0,69.689901,1779776215.5900671,Gaming,Gaming,-1
192.168.1.4,43.153.236.51,10550,443,TCP,20,3555,177.75,54,1304,180.366098,9.492953,0.0,45.145224,1779695843.2087827,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,53146,53,UDP,1,87,87.0,87,87,0.0,0.0,0.0,0.0,1779776338.3986435,Gaming,Gaming,-1
192.168.1.4,199.232.102.49,13424,443,TCP,25,4831,193.24,54,1304,260.786508,10.866104,0.0,45.076733,1779695819.4822834,Browsing,Browsing,-1
192.168.1.4,130.211.27.211,5189,443,TCP,10,3282,328.2,54,1304,6.111502,0.679056,0.0,4.948526,1779695894.3164277,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,65181,UDP,1,168,168.0,168,168,0.0,0.0,0.0,0.0,1779776341.053249,Gaming,Gaming,-1
18.161.246.5,192.168.1.4,443,5496,TCP,61,100738,1651.4426229508197,54,5054,240.390107,4.006502,0.0,45.147521,1779695820.8333948,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,61555,53,UDP,1,77,77.0,77,77,0.0,0.0,0.0,0.0,1779776345.3230915,Gaming,Gaming,-1
192.168.1.4,35.219.153.27,11329,443,TCP,14,3531,252.21428571428572,54,1304,6.294603,0.4842,0.0,5.027103,1779688229.0992868,YouTube,YouTube,-1
34.106.86.104,192.168.1.4,443,9393,TCP,16,5839,364.9375,54,3804,9.84895,0.656597,0.0,4.699778,1779690796.093925,meet,meet,-1
52.202.154.102,192.168.1.4,443,11845,TCP,9,5865,651.6666666666666,54,2554,34.430859,4.303857,1e-06,33.388906,1779776218.313077,Gaming,Gaming,-1
34.1.250.35,192.168.1.4,443,8353,TCP,11,4519,410.8181818181818,54,1304,68.386876,6.838688,0.0,67.671941,1779776217.8597083,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,62304,UDP,1,190,190.0,190,190,0.0,0.0,0.0,0.0,1779776345.3052776,Gaming,Gaming,-1
192.168.1.4,142.251.43.34,59803,443,UDP,206,60390,293.15533980582524,73,1292,15.555726,0.075882,2.1e-05,2.666163,1779695894.4663026,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,61643,53,UDP,1,82,82.0,82,82,0.0,0.0,0.0,0.0,1779776334.156109,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,62335,53,UDP,1,76,76.0,76,76,0.0,0.0,0.0,0.0,1779776298.778978,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,49998,53,UDP,1,80,80.0,80,80,0.0,0.0,0.0,0.0,1779776340.9522429,Gaming,Gaming,-1
51.79.152.81,192.168.1.4,443,10533,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779776443.9541185,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,61828,UDP,1,229,229.0,229,229,0.0,0.0,0.0,0.0,1779776409.8585436,Gaming,Gaming,-1
192.168.1.4,104.18.143.9,53105,443,UDP,305,47073,154.33770491803278,83,1292,23.668898,0.077858,2.1e-05,1.264885,1779776462.6271927,Gaming,Gaming,-1
192.168.1.4,64.233.162.120,3613,443,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779775766.8317695,Download,Download,-1
34.96.71.22,192.168.1.4,443,10239,TCP,17,5483,322.52941176470586,54,1304,226.027226,14.126702,0.0,45.115177,1779695835.406592,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,5301,53,TCP,2,132,66.0,66,66,6.004196,6.004196,6.004196,6.004196,1779776415.3817992,Gaming,Gaming,-1
100.50.130.47,192.168.1.4,443,3484,TCP,5,2739,547.8,54,1304,0.689749,0.172437,1e-06,0.351415,1779695899.5279431,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,58330,UDP,1,126,126.0,126,126,0.0,0.0,0.0,0.0,1779776344.6744425,Gaming,Gaming,-1
23.215.60.50,192.168.1.4,80,11181,TCP,6,535,89.16666666666667,54,241,0.942077,0.188415,1e-06,0.87771,1779776390.7468555,Gaming,Gaming,-1
192.168.1.4,69.173.158.65,2391,443,TCP,29,8501,293.13793103448273,54,1304,7.642129,0.272933,0.0,1.63448,1779776440.9977038,Gaming,Gaming,-1
192.168.1.4,103.43.90.117,2652,443,TCP,94,84018,893.8085106382979,54,1304,20.189592,0.217092,0.0,10.069979,1779695896.1410925,Browsing,Browsing,-1
192.168.1.4,65.21.238.88,12362,443,TCP,9,2368,263.1111111111111,54,1304,2.795418,0.349427,0.0,1.312857,1779776484.5528283,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,50230,UDP,1,298,298.0,298,298,0.0,0.0,0.0,0.0,1779776318.2606454,Gaming,Gaming,-1
142.251.10.188,192.168.1.4,5228,4582,TCP,12,8247,687.25,54,3804,11.684391,1.062217,0.0,9.687801,1779776457.9956815,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,7079,53,TCP,3,198,66.0,66,66,3.015097,1.507549,0.999993,2.015104,1779775716.5826287,Download,Download,-1
72.153.5.128,192.168.1.4,443,11204,TCP,1,54,54.0,54,54,0.0,0.0,0.0,0.0,1779698084.9030845,Idle,Idle,-1
34.102.202.215,192.168.1.4,443,13872,TCP,9,1628,180.88888888888889,54,981,5.832585,0.729073,0.0,4.999966,1779695831.8646016,Browsing,Browsing,-1
108.158.254.200,192.168.1.4,443,1086,TCP,81,104402,1288.9135802469136,54,3804,240.241791,3.003022,0.0,45.121314,1779695816.4192836,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,56671,5355,UDP,2,146,73.0,73,73,0.414724,0.414724,0.414724,0.414724,1779776543.9039462,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,52102,53,UDP,1,73,73.0,73,73,0.0,0.0,0.0,0.0,1779776423.5010118,Gaming,Gaming,-1
192.168.1.4,20.189.173.18,1204,443,TCP,14,4203,300.2142857142857,54,1304,1.982692,0.152515,0.0,0.838298,1779775814.9242225,Download,Download,-1
192.168.1.1,192.168.1.4,53,54232,UDP,1,349,349.0,349,349,0.0,0.0,0.0,0.0,1779776333.5176613,Gaming,Gaming,-1
35.186.193.173,192.168.1.4,443,2475,TCP,26,6686,257.15384615384613,54,1304,231.433112,9.257324,0.0,45.211793,1779695823.8185077,Browsing,Browsing,-1
192.168.1.4,142.250.207.78,62980,443,UDP,7,3046,435.14285714285717,73,1292,0.20664,0.03444,4.2e-05,0.098026,1779775791.4169824,Download,Download,-1
35.214.190.4,192.168.1.4,443,6420,TCP,10,1688,168.8,54,581,1.239305,0.137701,1e-06,0.279119,1779695835.5125775,Browsing,Browsing,-1
192.168.1.4,34.98.114.90,8928,443,TCP,10,2996,299.6,54,1304,5.766529,0.640725,0.0,4.952267,1779695817.36829,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,63118,53,UDP,1,83,83.0,83,83,0.0,0.0,0.0,0.0,1779776258.0091877,Gaming,Gaming,-1
192.168.1.4,34.95.103.74,1833,443,TCP,17,3458,203.41176470588235,54,1304,181.017028,11.313564,0.0,45.115499,1779695896.6735914,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,13357,53,TCP,3,198,66.0,66,66,3.013547,1.506774,1.012985,2.000562,1779695806.381937,Browsing,Browsing,-1
192.168.1.4,52.202.154.102,11042,443,TCP,13,4305,331.15384615384613,54,1304,47.150156,3.92918,0.0,29.982513,1779776217.734897,Gaming,Gaming,-1
34.98.72.95,192.168.1.4,443,7670,TCP,19,7842,412.7368421052632,54,1304,271.0043,15.055794,0.0,45.131018,1779695817.9632604,Browsing,Browsing,-1
192.168.1.4,52.223.40.198,2492,443,TCP,31,9990,322.258064516129,54,1304,66.089049,2.202968,0.0,45.011167,1779695818.7578075,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,57339,UDP,1,166,166.0,166,166,0.0,0.0,0.0,0.0,1779776215.857407,Gaming,Gaming,-1
192.168.1.4,104.18.26.193,12340,443,TCP,19,4124,217.05263157894737,54,1304,68.963888,3.831327,0.0,66.509079,1779776217.5679293,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,2979,53,TCP,3,198,66.0,66,66,3.006227,1.503114,1.002662,2.003565,1779695810.840302,Browsing,Browsing,-1
192.168.1.4,13.204.106.34,12067,443,TCP,129,11149,86.42635658914729,54,1304,166.04346,1.297215,0.0,20.491303,1779775737.4338324,Download,Download,-1
34.1.250.35,192.168.1.4,443,12374,TCP,15,5129,341.93333333333334,54,1304,227.159159,16.225654,1e-06,45.287475,1779695842.6118217,Browsing,Browsing,-1
108.159.15.60,192.168.1.4,80,10080,TCP,6,2043,340.5,54,1199,1.493723,0.298745,0.0,1.210086,1779776335.3087032,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,54409,UDP,1,91,91.0,91,91,0.0,0.0,0.0,0.0,1779776425.6347246,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,49941,53,UDP,1,85,85.0,85,85,0.0,0.0,0.0,0.0,1779776338.6217587,Gaming,Gaming,-1
142.251.222.170,192.168.1.4,443,55922,UDP,1,1292,1292.0,1292,1292,0.0,0.0,0.0,0.0,1779776269.5688944,Gaming,Gaming,-1
51.79.152.81,192.168.1.4,443,10597,TCP,25,3989,159.56,54,572,7.156987,0.298208,0.0,5.655527,1779776440.492672,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,62284,53,UDP,1,87,87.0,87,87,0.0,0.0,0.0,0.0,1779776340.949989,Gaming,Gaming,-1
192.168.1.4,13.204.106.34,8111,443,TCP,35,7920,226.28571428571428,54,1304,361.007954,10.617881,0.0,44.96544,1779688174.4280727,YouTube,YouTube,-1
